molecule_chembl_id,canonical_smiles,median_ic50_nM,n_measurements
CHEMBL5950635,COCCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,10.0,1
CHEMBL5936830,COCCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,10.0,1
CHEMBL5928002,CCNc1cc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]cc(C#N)c12,10.0,2
CHEMBL4782545,CNC(=O)c1cnc2[nH]cc(-c3cc(F)c4ncccc4c3)c2c1,10.0,1
CHEMBL4640019,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,10.0,1
CHEMBL4575900,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,10.0,4
CHEMBL4777649,Cl.NCCCNC(=O)c1cnc2[nH]cc(-c3cc(F)c4ncccc4c3)c2c1,10.0,1
CHEMBL4777524,Cl.NCCCNC(=O)c1cnc2[nH]cc(-c3cc(F)c4nccc(-c5cccnc5)c4c3)c2c1,10.0,1
CHEMBL4776181,CNC(=O)c1cnc2[nH]cc(-c3ccc4ncc(N)c(N5CCC[C@H](N)C5)c4c3)c2c1.Cl,10.0,1
CHEMBL4785163,CNC(=O)c1cnc2[nH]cc(-c3ccc4ncc(NCC5CCOCC5)c(N5CCOCC5)c4c3)c2c1,10.0,1
CHEMBL4784703,CNC(=O)c1cnc2[nH]cc(-c3cc(F)c4nccc(-c5cnccc5C)c4c3)c2c1,10.0,1
CHEMBL4778932,N[C@@H]1CCCN(c2ccnc3c(F)cc(-c4c[nH]c5ncc(CNCc6ccccc6)cc45)cc23)C1,10.0,1
CHEMBL4778726,C=CCN(C)C(=O)c1cnc2[nH]cc(-c3cc(F)c4ncccc4c3)c2c1,10.0,1
CHEMBL4782648,C=CCN(C)Cc1cnc2[nH]cc(-c3cc(F)c4nccc(-c5cccnc5)c4c3)c2c1,10.0,1
CHEMBL4782598,CNC(=O)c1cnc2[nH]cc(-c3cc(C)c4nccc(-c5cccnc5)c4c3)c2c1,10.0,1
CHEMBL4778365,NC(=O)c1cnc2[nH]cc(-c3cc(F)c4ncccc4c3)c2c1,10.0,1
CHEMBL4782343,CNC(=O)c1cnc2[nH]cc(-c3ccc4ncc(NCc5cccc(Cl)c5)c(N5CCOCC5)c4c3)c2c1,10.0,1
CHEMBL4782142,CNC(=O)c1cnc2[nH]cc(-c3cc(F)c4nccc(CCc5ccccc5)c4c3)c2c1,10.0,1
CHEMBL6152313,Cn1cc(C(=O)Nc2ncc(-c3ccc(C#N)cc3)s2)ccc1=O,10.0,1
CHEMBL4784584,CN1CCC(N(C)c2c([N+](=O)[O-])cnc3ccc(-c4c[nH]c5ncccc45)cc23)CC1,10.0,1
CHEMBL4784397,COc1cc(-c2c[nH]c3ncccc23)cc2cccnc12,10.0,1
CHEMBL4784265,O=C(NCc1cccnc1)c1cnc2[nH]cc(-c3ccc4ncc(NCC5CCOCC5)cc4c3)c2c1,10.0,1
CHEMBL4784263,Fc1cc(-c2c[nH]c3ncccc23)cc2c(-c3cccnc3)ccnc12,10.0,1
CHEMBL4783465,Cl.N[C@@H]1CCCN(c2ccnc3c(F)cc(-c4c[nH]c5ncc(C(=O)NCc6cccnc6)cc45)cc23)C1,10.0,1
CHEMBL4787359,c1cnc2[nH]cc(-c3ccc4ncc(NCc5ccoc5)cc4c3)c2c1,10.0,1
CHEMBL4780385,Cl.N[C@H]1CC[C@H](Nc2c(NCC3CCOCC3)cnc3ccc(-c4c[nH]c5ncc(C(=O)NCc6cccnc6)cc45)cc23)CC1,10.0,1
CHEMBL4790751,CNC(=O)c1cnc2[nH]cc(-c3ccc4ncc(NCc5cccc(Cl)c5)c(N5CCC[C@H](N)C5)c4c3)c2c1.Cl,10.0,1
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,10.0,1
CHEMBL4789266,Cl.Clc1cc(-c2c[nH]c3ncccc23)cc2cccnc12,10.0,1
CHEMBL4788999,C=CCN(C)C(=O)c1cnc2[nH]cc(-c3cc(Cl)c4ncccc4c3)c2c1,10.0,1
CHEMBL4853178,COc1ccc(CNC(=O)c2cnc3ccc(-c4ccc5ncccc5c4)cn23)cc1,10.0,1
CHEMBL4794271,CC(=O)Nc1cnc2[nH]cc(-c3cc(F)c4nccc(-c5cccnc5)c4c3)c2c1,10.0,1
CHEMBL4794147,CN1CCC(Nc2ccnc3ccc(-c4c[nH]c5ncccc45)cc23)CC1,10.0,1
CHEMBL4792646,Cl.N[C@@H]1CCCN(c2ccnc3c(F)cc(-c4c[nH]c5ncc(C(=O)NCc6cncnc6)cc45)cc23)C1,10.0,1
CHEMBL4792018,CNC(=O)c1cnc2[nH]cc(-c3ccc4ncccc4c3)c2c1,10.0,1
CHEMBL4791911,O=C(NCc1cccnc1)c1cnc2[nH]cc(-c3cc(F)c4nccc(-c5cccnc5)c4c3)c2c1,10.0,1
CHEMBL4790515,c1cnc2ccc(-c3c[nH]c4ncccc34)cc2c1,10.0,1
CHEMBL5411888,O=C1NC(NC2CCCC(F)(F)C2)=N/C1=C\c1ccc2ncsc2c1,10.0,1
CHEMBL5078833,Cc1nc(-c2ccc3c(c2)OCO3)c2c(-c3ccnc(N)c3)c[nH]c2n1,10.0,3
CHEMBL5081861,Nc1cc(-c2ccc3occc3n2)cc(N)n1,10.0,1
CHEMBL5085086,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1C,10.25,2
CHEMBL5092157,Cc1nc(NCc2ccccc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,10.5,2
CHEMBL5401556,COC[C@@H](CC(C)C)NC1=N/C(=C/c2ccc3ncoc3c2)C(=O)N1C,10.9,1
CHEMBL5436754,CO[C@H]1CCC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,11.0,1
CHEMBL5094016,Nc1cc(C2=CC3OCCOC3C=C2)cc(N)n1,11.0,1
CHEMBL5413726,O=C1NC(N[C@H]2CCCOC2)=N/C1=C\c1ccc2ncsc2c1,11.0,1
CHEMBL4798624,O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1C1CC1,11.0,1
CHEMBL5085656,Cc1nc(OCc2cscn2)c2c(-c3ccnc(N)c3)c[nH]c2n1,11.0,1
CHEMBL4460561,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C1CC1,11.0,4
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,11.0,1
CHEMBL5421636,O=C1NC(NC2COCCOC2)=N/C1=C\c1ccc2ncsc2c1,11.0,1
CHEMBL5279705,COC1=CC2C(=O)NC3=Cc4ccc(OC)cc4C(=C1OC)C32,11.3,2
CHEMBL4649473,CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,11.6,1
CHEMBL5395833,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3c(c2)CCO3)C(=O)N1,11.6,1
CHEMBL3094462,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,12.0,1
CHEMBL5181008,O=C1NC(Nc2ccc(O)c(F)c2)=N/C1=C\c1ccc2c(c1)OCO2,12.0,1
CHEMBL3102955,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(O)c(O)c4)c3c2)cc1O,12.0,1
CHEMBL5179655,CN1CCN(c2ccc(NC3=N/C(=C\c4ccc5c(c4)OCO5)C(=O)N3)cc2)CC1,12.0,2
CHEMBL5422857,CO[C@H]1CCCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,12.0,1
CHEMBL5422100,O=C1NC(NCC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,12.0,1
CHEMBL5430262,O=C1NC(NC[C@H](O)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,12.0,1
CHEMBL5205235,O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1Cc1ccccc1,12.0,1
CHEMBL5427842,CO[C@H]1CCC[C@@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,12.0,1
CHEMBL5406081,Cl.Cl.NC[C@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,12.0,1
CHEMBL187081,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,12.0,1
CHEMBL603469,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,12.0,1
CHEMBL4069163,Fc1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,12.0,1
CHEMBL5089965,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]cc(c3n2)-c2cn(nc2C(F)(F)F)CCCC1=O,12.0,1
CHEMBL4550946,COC(=O)C(C)(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,13.0,1
CHEMBL5436133,O=C1NC(NCC(O)C2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,13.0,1
CHEMBL5415622,O=C1NC(N[C@@H]2CCC[C@@H](O)C2)=N/C1=C\c1ccc2ncsc2c1,13.0,1
CHEMBL5080876,Cn1cnc2ccc(-c3cc(N)nc(N)c3)nc21,13.0,1
CHEMBL5090159,Cc1nc(OCc2cc(C)on2)c2c(-c3ccnc(N)c3)c[nH]c2n1,13.0,2
CHEMBL4648742,c1ccc(-n2cc(-c3ccncc3)c3ccncc32)cc1,13.0,1
CHEMBL5438325,O=C1NC(N[C@H]2CCC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,13.0,1
CHEMBL5430824,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2ncoc2c1,13.0,1
CHEMBL3094435,CN1CCN(CCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,13.0,1
CHEMBL2386761,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4)c3c2s1,13.08,3
CHEMBL5090676,Cc1nc(OCc2cncs2)c2c(-c3ccnc(N)c3)c[nH]c2n1,13.5,2
CHEMBL2386751,COC(=N)c1nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2s1,13.64,2
CHEMBL4575812,COc1ccc2c3ccnc(C)c3n(CCC(C)C(N)=O)c2c1,13.9,1
CHEMBL5440139,CO[C@@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,14.0,1
CHEMBL6150654,NC1CCC(Nc2ncc3c(-c4ccnc(NCc5ccsc5)n4)n[nH]c3n2)CC1,14.0,1
CHEMBL5200518,COc1cc(/C=C2\N=C(Nc3ccc(N4CCN(C)CC4)cc3)NC2=O)ccc1O,14.0,1
CHEMBL5428132,O=C1NC(NC[C@@H](O)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,14.0,1
CHEMBL5083489,Cn1cnc2ccc(-c3cc(N)nc(N)c3)cc21,14.0,1
CHEMBL5416942,COc1ccc(/C=C2\N=C(Nc3ccc(N4CCN(C)CC4)cc3)NC2=O)cc1O,14.0,1
CHEMBL1474834,Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,14.0,1
CHEMBL3102950,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,14.0,1
CHEMBL4290247,O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,14.3,4
CHEMBL5093661,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1cccc(Cl)n1,14.5,2
CHEMBL5081888,Cc1nc(OCc2ccccc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,14.5,2
CHEMBL5086263,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]c(F)c(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,14.6,4
CHEMBL4282366,O=C(Cc1ccccc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,14.9,1
CHEMBL4645474,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1,15.0,1
CHEMBL5427523,O=C1NC(N[C@@H]2CCCC[C@@H]2O)=N/C1=C\c1ccc2ncsc2c1,15.0,1
CHEMBL5087683,Nc1cc(-c2ccc3ncnn3c2)cc(N)n1,15.0,1
CHEMBL3094456,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,15.0,1
CHEMBL5429272,CO[C@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CC1,15.0,1
CHEMBL5436147,CC1(C)CCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CO1,15.0,1
CHEMBL5082044,Cc1nc(NCc2cccs2)c2c(-c3ccnc(N)c3)c[nH]c2n1,16.0,2
CHEMBL5079873,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1ccccn1,16.0,1
CHEMBL5433142,C[C@@H]1CCCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,16.0,1
CHEMBL5094043,Nc1cc(-c2ccc3c(c2)CCO3)cc(N)n1,16.0,1
CHEMBL5417890,COC(=O)C1(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C2CC3CC(C2)CC1C3,16.0,1
CHEMBL6167798,COc1cc2[nH]c(=O)c(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3C)cc2cc1OCCN1CCOCC1,16.0,1
CHEMBL5424272,O=C1NC(NC2CCCCOC2)=N/C1=C\c1ccc2ncsc2c1,16.0,1
CHEMBL5437737,O=C1Nc2cc(CS(=O)(=O)c3c(Cl)cccc3Cl)ccc2S/C1=C\c1ccc(O)c([N+](=O)[O-])c1,16.0,1
CHEMBL5420497,O=C1NC(N[C@@H]2CCC[C@@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,16.0,1
CHEMBL5397343,CN1CCN(c2ccc(NC3=N/C(=C\c4ccc5ncsc5c4)C(=O)N3)cc2)CC1,16.0,1
CHEMBL5408047,CC(C)C[C@@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,16.25,2
CHEMBL4640465,Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,16.7,1
CHEMBL5089171,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1cccc(Br)n1,17.0,2
CHEMBL5393925,O=C1NC(N[C@@H]2CCC[C@H](O)C2)=N/C1=C\c1ccc2ncsc2c1,17.0,1
CHEMBL1551169,CC(C)(C)CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,17.0,1
CHEMBL5083033,CNc1cc(-c2ccc3occc3c2)cc(N)n1,17.0,1
CHEMBL5083159,Cc1nc(NCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,17.0,2
CHEMBL5092022,Nc1cc(-c2ccc3nccn3c2)cc(N)n1,17.0,1
CHEMBL5403037,O=C1NC(N[C@@H]2CCC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,17.0,1
CHEMBL5428794,COC(=O)[C@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,17.0,1
CHEMBL5441121,Cl.Cl.NC[C@@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,17.0,1
CHEMBL4641631,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,17.1,1
CHEMBL3898860,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)CCO5)c3c2s1,17.48,1
CHEMBL1803084,Cc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,18.0,1
CHEMBL5088511,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccc1,18.0,2
CHEMBL4278353,O=C(Nc1cncc(-c2cc(-c3cn[nH]c3)cs2)c1)C1CC1,18.0,1
CHEMBL5427398,O=C1NC(NC2CCC(F)(F)C2)=N/C1=C\c1ccc2ncsc2c1,18.0,1
CHEMBL3589666,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Br)c3[nH]c21,18.0,1
CHEMBL2386769,COC(=N)c1nc2ccc3ncnc(Nc4ccc(C(F)(F)F)cc4)c3c2s1,18.26,2
CHEMBL5435195,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3nc(C)sc3c2)C(=O)N1,18.5,1
CHEMBL5077927,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CC(F)F,18.5,2
CHEMBL5083053,Nc1cc(-c2ccc3occc3c2)ccn1,19.0,1
CHEMBL3421979,Cc1nccc(-c2c[nH]c3cnccc23)n1,19.0,1
CHEMBL5081341,COc1nc(C)nc2[nH]cc(-c3ccnc(N)c3)c12,19.0,2
CHEMBL370100,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)O[C@@H]1CO,19.0,1
CHEMBL4442374,COC(=O)C(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,19.0,1
CHEMBL5439952,O=C1NC(N[C@@H]2CCCCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,19.0,1
CHEMBL6151643,Oc1ccc(-c2nc3cc4c(cc3s2)OCO4)cc1O,19.0,1
CHEMBL5071564,Cc1onc2ccc(-c3cc(N)nc(N)c3)cc12,19.0,1
CHEMBL5196066,O=C1NC(Nc2cccc(F)c2)=N/C1=C\c1ccc2c(c1)OCO2,19.0,1
CHEMBL5396081,CO[C@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,20.0,1
CHEMBL3589661,O=C(O)c1nc2ccccc2c2[nH]c3c(Br)cccc3c12,20.0,1
CHEMBL5413743,CO[C@H]1CCCC[C@@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,20.0,1
CHEMBL5283849,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2ncsc2c1,20.0,3
CHEMBL6161977,CCCC#Cc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,20.0,1
CHEMBL6132670,CCN1/C(=C/C(C)=O)Sc2cc3oc4ccccc4c3cc21,20.0,1
CHEMBL3774448,O=C1NC(=S)S/C1=C\c1ccc2ncccc2c1,20.0,1
CHEMBL5179796,O=C(Cc1ccccc1)Nc1ccc(NC(=O)Nc2nc3ccc(O)cc3s2)cc1,20.0,3
CHEMBL5199422,[2H]C1([2H])Oc2ccc(/C=C3\N=C(Nc4ccccc4)NC3=O)cc2O1,20.0,1
CHEMBL5408907,CO[C@@H]1CCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,20.0,1
CHEMBL5432405,COC[C@@H](CC(C)C)NC1=N/C(=C/c2ccc3ncsc3c2)C(=O)N1,20.3,1
CHEMBL3753668,N#C/C(=C\c1cccnc1)c1c[nH]c2ncccc12,21.0,1
CHEMBL5440511,CO[C@@H]1CCCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,21.0,1
CHEMBL5428629,CO[C@@H]1CCCCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,21.0,1
CHEMBL5561941,CC(C)C[C@H](N)COc1cncc(-c2ccc3[nH]nc(C#Cc4ccsc4)c3c2)c1,21.7,1
CHEMBL5422936,O=C1NC(N[C@H]2CC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,22.0,1
CHEMBL5402979,O=C1NC(N[C@@H](CO)CC2CCC2)=N/C1=C\c1ccc2ncsc2c1,22.0,1
CHEMBL5407040,Cc1nc2ccc(/C=C3\N=C(NC45CC6CC(CC(C6)C4)C5)NC3=O)cc2s1,22.0,1
CHEMBL3094448,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,22.0,1
CHEMBL5084991,Nc1cc(-c2ccc3c(c2)CCO3)nc(N)n1,22.0,1
CHEMBL3589667,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(I)c3[nH]c21,22.0,1
CHEMBL5092605,Nc1cc(-c2ccc3ocnc3c2)cc(N)n1,22.0,1
CHEMBL4755788,FC(F)(F)c1ccc2[nH]c(Nc3ncccn3)nc2c1,22.2,1
CHEMBL3589665,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,23.0,1
CHEMBL5423406,CC1(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CCNC1=O,23.0,1
CHEMBL5423580,O=C1NC(N[C@H]2CCCCC[C@@H]2O)=N/C1=C\c1ccc2ncsc2c1,23.0,1
CHEMBL5414635,CO[C@@H]1Cc2ccccc2[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,23.0,1
CHEMBL4283503,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CC1,23.1,2
CHEMBL4283474,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1c(F)cc(F)cc1F,23.5,1
CHEMBL1877990,c1cncc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,23.5,2
CHEMBL4875758,CC(=O)Nc1cccc(-c2n[nH]c3ncc(-c4ccc(O)c(O)c4)cc23)c1,24.0,1
CHEMBL5179457,Cc1ccc(C)c(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)c1,24.0,1
CHEMBL4283240,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,24.0,3
CHEMBL5084166,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1cccc(Br)n1,24.5,2
CHEMBL4641672,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)N1CCOCC1,24.5,1
CHEMBL1802358,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,24.6,11
CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,24.6,2
CHEMBL3883660,COc1ccc2c(c1)[nH]c1c3ccncc3cc(C#N)c21,25.0,1
CHEMBL4474836,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,25.0,2
CHEMBL5439276,CNCC(NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1.Cl.Cl,26.0,1
CHEMBL1704879,Cc1csc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)n1,26.0,1
CHEMBL2386759,NC(=O)c1nc2ccc3ncnc(Nc4ccc(F)cc4Br)c3c2s1,26.2,2
CHEMBL5080497,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCCC(F)(F)F,26.5,2
CHEMBL2392364,Clc1cc(Cl)cc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,27.0,2
CHEMBL4456985,COC(=O)CCCn1c2cc(OC)ccc2c2ccnc(C)c21,27.0,1
CHEMBL3885431,COc1cccc2c1[nH]c1c3ccncc3cc(C#N)c21,27.0,1
CHEMBL5423063,Cc1ccc(CNC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)c(C)c1,27.0,1
CHEMBL5418020,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2ncsc2c1,27.0,1
CHEMBL5180765,O=C1NC(Nc2ccc(F)cc2)=N/C1=C\c1ccc2c(c1)OCO2,28.0,1
CHEMBL5179721,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1c(F)c(O)c(O)c(O)c1F,28.0,1
CHEMBL3092863,NCCOCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,28.0,1
CHEMBL5557958,Cc1nc2ccc(-c3ccncc3)nn2c1-c1cccc(OC(F)(F)F)c1,28.0,1
CHEMBL4789145,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,28.3,1
CHEMBL4297639,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,28.45,6
CHEMBL4292553,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(F)cc4)c3c2)cc1O,28.6,2
CHEMBL5429707,CN1CC[C@@](C)(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1=O,29.0,1
CHEMBL4281810,CCn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,29.7,1
CHEMBL5435490,O=C1NC(N[C@@H](CO)Cc2ccccc2)=N/C1=C\c1ccc2ncsc2c1,30.0,1
CHEMBL3094452,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4ccsc4)ccc3Cl)c(=O)[nH]c2n1,30.0,1
CHEMBL1552755,c1nc(NCC2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,30.0,1
CHEMBL568150,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,30.0,1
CHEMBL4067661,NC(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,31.0,1
CHEMBL1591577,CN(Cc1cccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,31.0,1
CHEMBL5208980,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)CCO2,32.0,1
CHEMBL5073581,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1Cc1ccc(F)cc1,32.0,1
CHEMBL4283765,O=C1NC(Nc2ccccc2)=N/C1=C/c1ccc2c(c1)OCO2,32.0,1
CHEMBL5431345,O=C1NC(N[C@@H]2COCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,32.0,1
CHEMBL3589663,COc1cccc2c1[nH]c1c3ccccc3nc(C(=O)O)c21,32.0,1
CHEMBL5434349,Cc1csc(CNC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)n1,32.0,1
CHEMBL4159941,COc1ccc2c(c1)[nH]c1c(Cl)nccc12,32.4,2
CHEMBL5181355,CCSC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1,33.0,1
CHEMBL4072506,COc1ccc2ncc(-c3cccc(/C=N/O)c3)n2n1,33.0,1
CHEMBL5417527,O=C1NC(Nc2ccccn2)=N/C1=C\c1ccc2ncsc2c1,33.0,1
CHEMBL4858785,COc1ccc(-c2n[nH]c3ncc(Nc4cccc(O)c4)cc23)cc1,33.0,1
CHEMBL5413427,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2[nH]ncc2c1,33.0,1
CHEMBL5542164,FC(F)(F)Oc1cccc(-c2cnc3ccc(-c4ccncc4)nn23)c1,33.06,4
CHEMBL3909052,CCOC(=N)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,33.2,1
CHEMBL1946917,O=c1oc2cc(O)ccc2c2c1[nH]c1ccc(O)cc12,33.65,2
CHEMBL2386755,N=C(OCc1ccccc1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,33.93,2
